id,little,ring,middle,index,thumb
629,331,365,451,462,523
630,335,372,458,460,521
631,313,368,487,454,516
632,345,370,454,463,523
633,335,375,459,464,524
634,334,373,461,466,528
635,328,379,463,459,524
636,344,363,452,472,529
637,342,375,454,465,525
638,329,379,460,460,522
639,335,370,459,466,522
640,331,372,455,466,523
641,336,377,456,457,515
642,341,372,441,478,527
643,321,365,460,473,521
644,341,382,451,473,513
645,338,374,458,470,523
646,333,373,460,468,525
647,333,380,462,478,526
648,336,372,467,479,523
649,329,376,465,469,525
650,339,364,449,469,528
651,334,371,457,467,523
652,333,371,457,466,524
653,329,373,457,466,524
654,348,367,445,466,525
655,343,369,441,471,529
656,342,368,453,470,530
657,339,371,458,467,522
658,338,375,459,469,522
659,336,374,460,470,523
660,334,373,463,474,526
661,334,382,467,471,528
662,314,384,483,468,512
663,331,366,461,471,526
664,332,374,460,464,525
665,334,373,456,465,524
666,328,368,457,479,529
667,331,367,445,470,529
668,334,374,468,462,512
669,339,376,450,471,522
670,335,374,456,470,524
671,334,374,458,468,525
672,340,372,465,461,525
673,330,376,476,456,529
674,333,380,453,453,533
675,337,373,456,467,530
676,333,375,460,465,523
677,333,371,457,462,522
678,337,370,454,464,523
679,330,369,453,461,525
680,339,382,439,461,528
681,333,371,468,465,518
682,327,372,457,463,524
683,335,373,457,467,526
684,336,372,458,469,525
685,332,368,468,472,525
686,348,366,462,470,523
687,320,381,457,469,526
688,342,381,470,473,520
689,334,370,456,467,524
690,336,372,458,466,523
691,327,371,476,469,521
692,332,379,450,472,517
693,338,355,444,472,536
694,330,382,466,469,518
695,340,374,455,469,519
696,337,374,461,467,520
697,341,371,468,464,525
698,336,383,447,452,526
699,328,359,470,466,524
700,349,379,444,465,522
701,366,386,433,464,520
702,387,402,428,464,521
703,398,413,432,464,523
704,384,425,446,470,521
705,386,406,442,473,529
706,378,419,510,465,523
707,383,438,521,466,522
708,380,441,528,465,523
709,374,439,529,473,524
710,362,432,511,472,528
711,365,428,475,463,535
712,361,432,456,447,521
713,339,422,427,478,519
714,347,422,475,464,526
715,354,428,496,460,526
716,358,428,490,454,530
717,374,426,479,451,534
718,353,427,470,449,532
719,362,433,475,436,528
720,348,428,489,439,526
721,346,423,495,443,525
722,347,417,500,427,523
723,349,426,497,440,529
724,351,414,495,441,515
725,359,421,487,430,526
726,341,416,494,439,516
727,342,416,489,440,520
728,347,422,485,437,519
729,363,417,480,441,520
730,335,426,497,438,519
731,359,415,483,442,523
732,346,416,493,445,522
733,346,417,491,442,522
734,349,418,494,443,520
735,346,419,500,444,521
736,363,409,478,445,529
737,338,412,505,441,522
738,349,414,484,428,520
739,350,416,490,441,522
740,347,416,491,443,519
741,356,410,499,441,519
742,365,421,469,444,518
743,353,407,500,448,525
744,353,422,486,444,526
745,352,414,488,445,522
746,351,416,493,443,523
747,349,419,493,434,525
748,358,421,490,447,533
749,354,418,500,439,517
750,359,419,484,452,526
751,345,416,496,446,520
752,351,412,493,444,520
753,348,415,488,449,520
754,342,415,491,442,517
755,337,433,498,433,521
756,343,424,497,432,515
757,347,413,489,438,520
758,351,415,491,446,518
759,350,415,494,445,521
760,351,414,506,449,516
761,346,431,482,431,519
762,336,423,508,446,514
763,345,408,496,449,522
764,348,414,494,447,521
765,352,413,493,444,521
766,350,413,502,444,521
767,337,409,516,451,516
768,346,406,496,449,519
769,353,408,481,459,523
770,348,414,494,446,522
771,353,414,493,449,522
772,351,419,490,449,522
773,350,425,496,442,519
774,341,412,502,451,528
775,360,405,490,444,523
776,345,414,500,446,518
777,345,414,495,448,519
778,348,413,490,444,522
779,341,414,496,447,523
780,362,425,474,434,525
781,366,408,486,456,528
782,356,403,494,447,524
783,350,416,492,449,521
784,351,414,495,450,521
785,344,411,486,450,532
786,346,418,476,447,521
787,337,414,504,443,521
788,350,405,487,448,528
789,344,415,493,446,521
790,350,412,490,447,522
791,344,411,497,446,517
792,350,404,497,467,516
793,346,433,492,437,522
794,341,408,491,446,519
795,349,418,497,450,522
796,353,415,491,446,524
797,352,415,493,450,520
798,353,409,499,450,523
799,367,423,495,448,510
800,333,416,499,452,515
801,352,419,499,444,521
802,348,414,494,447,520
803,351,413,494,446,522
804,338,411,488,449,522
805,358,421,495,442,521
806,337,414,494,458,518
807,352,412,502,447,522
808,354,413,493,448,522
809,350,415,493,450,523
810,347,417,490,445,518
811,354,408,497,450,525
812,335,414,502,447,524
813,366,408,482,453,526
814,351,416,498,446,520
815,348,412,494,448,522
816,348,414,493,442,522
817,353,410,487,442,521
818,352,419,488,442,522
819,360,409,489,447,526
820,354,414,491,448,521
821,352,414,494,450,523
822,352,414,495,449,525
823,351,410,503,452,516
824,375,419,481,449,528
825,357,412,491,448,516
826,347,423,505,452,521
827,349,411,494,448,518
828,352,413,493,447,520
829,348,406,502,457,521
830,347,406,495,445,514
831,356,413,489,451,518
832,349,413,492,441,519
833,352,417,493,450,521
834,352,416,494,450,524
835,349,412,489,441,519
836,357,409,488,451,530
837,351,429,497,437,520
838,358,416,487,444,527
839,349,416,499,450,522
840,351,413,492,450,523
841,352,412,486,444,519
842,348,419,491,443,517
843,341,401,483,452,538
844,345,399,503,453,517
845,361,421,495,449,521
846,353,416,497,448,525
847,355,416,495,451,523
848,346,407,500,441,524
849,350,413,517,450,516
850,368,421,502,447,518
851,360,416,497,434,519
852,350,411,491,448,523
853,350,413,490,448,522
854,349,413,495,464,519
855,338,412,498,448,519
856,355,404,494,461,523
857,365,420,480,436,531
858,353,414,494,449,523
859,351,415,495,449,524
860,349,413,499,456,521
861,361,413,493,453,536
862,362,416,486,447,525
863,339,409,510,452,522
864,338,413,493,450,524
865,351,413,491,449,524
866,350,412,490,448,523
867,357,418,488,441,518
868,352,406,496,438,518
869,348,409,503,441,519
870,341,409,500,449,521
871,352,413,488,450,526
872,354,415,496,450,523
873,348,420,500,444,523
874,334,414,492,436,525
875,350,421,516,436,526
876,362,403,474,454,524
877,350,414,496,449,523
878,353,414,488,449,523
879,349,413,497,450,524
880,361,419,462,450,522
881,348,426,486,447,528
882,350,403,489,453,519
883,354,417,490,450,523
884,355,412,494,450,523
885,354,414,492,449,526
886,353,420,492,453,519
887,337,419,492,451,526
888,366,422,479,454,531
889,354,410,499,437,524
890,353,412,493,449,522
891,351,412,493,449,522
892,360,409,477,456,526
893,354,404,491,465,521
894,369,406,484,453,530
895,360,416,495,449,515
896,354,413,490,454,525
897,354,415,496,450,523
898,348,415,494,453,525
899,343,419,522,452,519
900,337,428,490,443,520
901,349,410,509,458,516
902,352,411,494,451,525
903,347,416,491,452,524
904,354,413,489,448,521
905,353,401,492,457,519
906,348,420,488,440,521
907,345,408,487,458,521
908,362,410,488,447,523
909,353,414,492,452,525
910,354,414,494,450,523
911,362,419,502,445,515
912,338,409,505,461,525
913,340,431,507,448,525
914,360,407,499,436,526
915,352,410,492,452,522
916,352,412,492,449,522
917,352,416,484,441,517
918,338,414,500,435,519
919,361,420,490,443,513
920,371,413,483,452,528
921,353,412,489,451,522
922,355,410,492,453,524
923,354,415,491,455,524
924,356,417,496,457,531
925,352,425,497,451,521
926,349,401,512,459,516
927,356,411,492,447,522
928,354,413,491,450,524
929,352,412,490,450,522
