id,index,middle,ring,little,thumb
2200,563,544,549,524,443
2201,563,542,549,524,442
2202,554,541,547,516,458
2203,561,542,546,531,443
2204,548,537,548,519,455
2205,558,538,536,526,438
2206,559,549,547,523,440
2207,567,543,547,532,442
2208,563,546,548,529,443
2209,569,540,550,533,451
2210,542,543,557,483,436
2211,559,555,541,519,439
2212,562,548,555,488,434
2213,555,543,547,529,441
2214,562,541,549,522,441
2215,560,545,548,521,443
2216,558,555,535,511,441
2217,556,560,558,502,433
2218,569,542,543,527,441
2219,561,556,553,534,444
2220,564,545,550,525,444
2221,563,546,549,530,444
2222,570,542,555,530,442
2223,537,536,561,525,432
2224,567,551,553,505,451
2225,571,544,549,525,447
2226,558,537,544,536,441
2227,562,541,550,520,442
2228,559,543,546,521,440
2229,576,553,539,510,439
2230,566,548,546,493,427
2231,553,544,549,521,450
2232,550,531,542,527,456
2233,563,541,547,525,444
2234,562,545,549,528,442
2235,559,547,550,539,444
2236,559,532,552,541,448
2237,563,543,543,547,451
2238,553,554,568,544,445
2239,554,540,540,511,438
2240,563,541,548,525,443
2241,561,542,548,520,443
2242,553,548,558,534,438
2243,572,555,540,500,434
2244,554,543,549,530,429
2245,561,557,550,511,438
2246,562,541,551,543,443
2247,562,542,551,520,448
2248,561,546,550,532,445
2249,571,539,546,530,447
2250,561,525,538,584,450
2251,569,552,559,525,441
2252,562,545,559,546,429
2253,559,537,542,523,443
2254,561,543,548,522,443
2255,563,539,545,523,441
2256,554,548,552,526,439
2257,555,553,564,518,447
2258,564,536,550,520,439
2259,563,530,550,509,433
2260,560,545,551,530,444
2261,563,547,551,529,447
2262,573,554,548,522,449
2263,549,535,557,542,457
2264,557,561,543,508,436
2265,571,542,546,536,453
2266,557,547,546,548,439
2267,560,544,548,531,440
2268,560,543,548,522,444
2269,559,537,543,530,444
2270,557,524,557,561,454
2271,558,542,535,554,454
2272,571,542,545,540,447
2273,556,544,549,523,443
2274,563,546,547,522,444
2275,559,543,548,529,447
2276,559,540,548,549,448
2277,545,545,562,537,453
2278,555,534,547,546,440
2279,564,549,554,528,441
2280,562,541,548,526,443
2281,561,544,545,520,443
2282,550,542,547,533,452
2283,572,546,538,521,446
2284,560,550,540,516,435
2285,561,532,547,512,438
2286,558,543,546,534,441
2287,562,543,550,533,446
2288,561,544,548,530,445
2289,562,540,538,538,450
2290,547,541,563,543,456
2291,559,540,549,540,449
2292,565,559,548,529,448
2293,560,552,553,529,441
2294,560,541,550,527,440
2295,564,541,548,523,439
2296,554,557,544,506,434
2297,572,534,550,540,449
2298,568,558,544,514,428
2299,552,539,554,523,437
2300,560,543,545,522,444
2301,560,543,548,525,441
2302,559,547,545,518,446
2303,560,564,548,527,428
2304,562,548,552,497,429
2305,559,556,566,509,436
2306,565,539,548,520,447
2307,558,543,549,521,442
2308,558,543,547,520,441
2309,551,549,547,506,449
2310,578,543,534,537,467
2311,560,537,545,507,453
2312,549,539,544,567,458
2313,561,549,545,518,447
2314,557,545,553,520,442
2315,554,546,551,525,443
2316,558,544,550,527,440
2317,561,535,540,545,447
2318,558,541,553,515,450
2319,562,548,547,521,438
2320,559,546,553,516,439
2321,559,544,549,512,439
2322,560,547,550,516,446
2323,567,538,541,505,437
2324,561,557,542,513,434
2325,548,544,565,502,441
2326,560,547,551,530,448
2327,559,545,550,519,448
2328,561,544,550,520,444
2329,566,540,549,528,445
2330,564,521,538,539,447
2331,556,533,554,534,454
2332,556,539,553,539,450
2333,555,543,546,511,447
2334,562,546,547,519,438
2335,557,544,550,519,441
2336,559,542,544,513,439
2337,554,526,552,560,460
2338,552,538,555,515,447
2339,561,534,556,519,456
2340,556,539,545,521,442
2341,558,545,548,536,442
2342,563,546,549,523,437
2343,555,546,547,508,441
2344,568,543,559,547,446
2345,550,533,548,559,463
2346,563,557,549,514,441
2347,562,545,549,518,438
2348,554,543,547,523,441
2349,559,540,545,524,429
2350,543,532,543,534,458
2351,564,544,549,513,446
2352,563,551,542,489,424
2353,562,543,553,554,441
2354,561,544,548,521,445
2355,560,546,550,525,444
2356,559,541,549,524,447
2357,553,563,560,507,428
2358,574,551,545,521,444
2359,564,534,550,531,458
2360,554,545,548,528,441
2361,563,542,548,515,445
2362,559,541,548,519,446
2363,554,541,554,529,438
2364,577,547,536,525,445
2365,559,547,555,517,442
2366,563,541,543,511,453
2367,560,542,553,525,442
2368,561,546,549,530,443
2369,564,549,545,522,444
2370,568,545,542,518,439
2371,564,555,534,518,453
2372,553,543,542,550,444
2373,559,544,559,526,440
2374,557,542,548,523,445
2375,558,543,547,523,441
2376,551,555,547,544,435
2377,573,530,543,523,465
2378,556,532,558,546,438
2379,566,549,539,489,441
2380,560,547,548,517,441
2381,561,545,549,518,444
2382,560,546,550,526,446
2383,554,549,546,528,455
2384,561,541,558,542,444
2385,560,550,545,507,424
2386,569,552,546,513,436
2387,562,546,546,520,442
2388,559,548,549,522,443
2389,560,543,551,527,439
2390,565,553,549,506,436
2391,549,541,536,522,457
2392,569,546,541,502,451
2393,561,536,553,527,434
2394,559,546,550,525,440
2395,562,546,549,528,446
2396,558,551,548,530,450
2397,540,551,558,512,427
2398,568,545,535,523,438
2399,553,546,558,508,456
2400,557,546,554,544,438
2401,562,546,547,518,443
2402,557,544,548,522,441
2403,553,537,547,504,464
2404,583,555,529,514,450
2405,567,533,549,542,450
2406,560,548,548,512,440
2407,554,543,545,535,448
2408,559,548,549,530,442
2409,561,543,548,527,438
2410,559,549,552,523,443
2411,554,559,552,493,443
2412,548,548,562,498,434
2413,559,533,545,531,440
2414,558,543,547,529,444
2415,559,543,549,517,444
2416,554,536,544,531,445
2417,556,551,548,519,452
2418,567,551,535,511,448
2419,552,551,550,526,442
2420,560,539,542,519,447
2421,559,544,547,527,439
2422,559,542,547,526,440
2423,552,547,546,525,446
2424,548,544,552,512,431
2425,560,554,544,502,444
2426,554,549,558,511,439
2427,562,546,549,524,439
2428,556,541,547,518,439
2429,559,541,544,513,438
2430,554,546,555,502,441
2431,559,539,544,544,444
2432,560,540,555,488,429
2433,556,540,555,534,443
2434,557,539,547,527,440
2435,560,540,547,514,445
2436,561,543,549,515,440
2437,547,545,552,518,440
2438,553,566,546,490,426
2439,565,539,564,503,435
2440,560,539,543,514,441
2441,560,546,548,510,442
2442,562,538,543,516,440
2443,555,540,547,511,437
2444,552,549,557,489,428
2445,565,533,546,543,440
2446,591,536,539,512,447
2447,548,536,547,517,438
2448,562,543,548,518,441
2449,561,543,545,521,444
2450,559,542,547,515,444
2451,563,546,551,525,441
2452,563,532,545,521,449
2453,561,552,540,519,435
2454,567,542,558,525,436
2455,561,538,547,511,440
2456,561,541,547,506,442
2457,554,552,549,509,437
2458,564,546,553,507,445
2459,558,537,548,528,434
2460,570,534,545,532,440
2461,564,550,553,514,446
2462,562,542,547,515,439
2463,563,542,549,518,443
2464,554,550,556,507,438
2465,559,538,545,529,449
2466,554,545,547,529,430
2467,541,546,554,515,446
2468,558,538,547,516,440
2469,560,541,547,510,441
2470,561,541,547,512,441
2471,549,544,549,503,430
2472,573,540,542,549,448
2473,562,546,550,496,430
2474,560,543,554,525,440
2475,558,542,549,519,443
2476,560,539,548,517,441
2477,560,539,548,522,442
2478,564,548,549,477,434
2479,563,544,557,533,439
2480,548,539,549,530,445
2481,550,545,543,492,439
2482,561,540,546,516,444
2483,560,541,546,517,441
2484,559,539,548,512,447
2485,563,532,539,531,448
2486,557,537,543,516,435
2487,551,537,557,552,445
2488,553,541,551,517,445
2489,562,546,548,516,445
2490,560,543,546,514,443
2491,556,538,550,525,447
2492,551,530,549,517,447
2493,546,551,555,519,446
2494,568,545,556,506,439
2495,560,548,542,522,443
2496,560,541,546,511,438
2497,559,540,546,514,439
2498,555,542,551,517,441
2499,540,534,543,518,445
2500,570,547,546,524,431
2501,557,550,550,503,428
2502,565,544,546,517,441
2503,561,541,543,523,441
2504,562,543,548,515,444
2505,559,538,548,513,440
2506,563,551,549,507,444
2507,561,544,543,527,438
2508,546,533,541,534,443
2509,561,542,548,513,445
2510,559,539,548,510,441
2511,568,536,545,510,445
2512,553,536,555,505,439
2513,548,546,558,506,450
2514,548,554,539,500,437
2515,559,545,547,520,440
2516,560,539,546,522,443
2517,561,543,550,515,444
2518,564,545,545,501,443
2519,561,552,548,488,437
2520,565,555,541,497,438
2521,558,551,554,502,435
2522,558,535,541,510,443
2523,559,543,546,514,441
2524,558,539,546,512,443
2525,556,549,546,529,443
2526,546,534,547,526,442
2527,556,545,549,506,443
2528,560,534,544,522,443
2529,560,539,539,527,448
2530,560,542,546,513,445
2531,561,542,548,517,445
2532,571,543,536,517,439
2533,557,530,550,546,459
2534,554,539,554,531,455
2535,555,543,547,518,446
2536,563,544,548,496,446
2537,555,543,544,516,441
2538,559,539,545,512,443
2539,560,530,547,510,449
2540,544,547,558,527,446
2541,560,549,551,491,441
2542,569,534,554,532,448
2543,558,541,551,525,444
2544,560,544,547,514,443
2545,561,543,547,519,440
2546,564,537,547,515,440
2547,564,532,538,503,443
2548,556,542,547,520,441
2549,567,531,547,532,449
2550,558,541,550,518,442
2551,558,538,546,517,439
2552,562,543,546,513,441
2553,553,536,544,512,444
2554,551,535,561,520,448
2555,563,549,551,533,445
2556,560,547,549,506,445
2557,560,539,546,522,445
2558,561,541,548,516,444
2559,562,537,550,524,445
2560,563,556,545,517,435
2561,553,546,552,518,440
2562,572,534,550,527,439
2563,557,550,556,516,444
2564,559,540,547,509,443
2565,558,539,546,514,440
2566,557,534,548,504,437
2567,555,541,547,520,454
2568,560,548,548,526,436
2569,560,544,553,512,442
2570,564,545,552,516,436
2571,559,539,546,514,443
2572,561,542,548,512,443
2573,560,538,551,515,452
2574,560,550,552,511,427
2575,556,536,554,511,441
2576,564,548,540,506,436
2577,549,538,537,525,443
2578,559,541,546,509,442
2579,559,540,546,516,442
2580,559,545,545,511,439
2581,555,538,553,527,444
2582,561,530,539,527,450
2583,571,537,541,500,434
2584,563,549,553,509,444
2585,560,544,545,519,445
2586,560,541,548,521,444
2587,558,543,540,515,452
2588,550,557,544,497,427
2589,552,537,556,511,458
2590,570,552,546,505,437
2591,559,542,558,507,439
2592,559,540,546,510,443
2593,558,541,545,511,441
2594,550,543,546,520,441
2595,577,549,540,523,449
2596,566,541,544,516,436
2597,562,529,546,511,443
2598,557,537,544,526,446
2599,561,541,547,520,441
2600,560,541,546,515,445
2601,565,538,549,517,446
2602,550,530,556,534,458
2603,557,536,541,530,453
2604,562,545,551,507,441
2605,558,541,548,546,441
2606,559,540,546,513,441
2607,559,540,545,509,442
2608,563,543,545,498,439
2609,559,549,558,499,416
2610,551,545,553,533,445
2611,563,552,546,506,441
2612,558,539,544,516,449
2613,561,540,548,513,447
2614,561,543,547,517,445
2615,563,539,546,500,442
2616,558,539,544,535,451
2617,564,547,552,523,432
2618,562,530,540,535,442
2619,560,539,543,501,444
2620,559,542,547,514,442
2621,559,539,545,510,444
2622,572,544,543,505,429
2623,549,539,546,545,442
2624,562,530,541,540,454
2625,568,534,541,508,440
2626,560,544,548,525,444
2627,559,542,549,517,443
2628,560,544,546,517,449
2629,559,547,546,488,433
2630,562,537,547,496,444
2631,564,537,535,554,442
2632,558,535,543,517,454
2633,562,539,543,511,444
2634,559,541,545,513,440
2635,562,542,547,514,437
2636,555,544,552,508,441
2637,552,549,553,512,439
2638,572,539,540,517,432
2639,558,548,542,515,444
2640,560,541,544,525,442
2641,561,543,545,520,444
2642,560,543,546,517,442
2643,572,538,543,536,452
2644,552,531,545,543,449
2645,561,537,540,499,447
2646,555,542,543,505,447
2647,562,545,547,509,443
2648,560,541,546,512,444
2649,557,540,546,513,448
2650,555,538,542,519,453
2651,562,540,547,503,438
2652,567,541,535,537,452
2653,561,536,542,510,444
2654,562,542,547,520,446
2655,558,542,549,510,444
2656,549,542,547,515,441
2657,560,548,551,508,439
2658,547,527,554,536,443
2659,552,529,545,544,454
2660,560,536,546,501,449
2661,562,544,547,510,446
2662,559,542,545,512,445
2663,561,539,545,511,444
2664,560,540,542,517,449
2665,549,548,554,504,434
2666,563,556,543,516,435
2667,566,541,547,549,450
2668,558,540,546,517,442
2669,562,543,545,521,443
2670,558,542,547,521,447
2671,557,537,542,529,458
2672,560,561,537,480,438
2673,562,543,553,521,435
2674,547,547,547,526,447
2675,557,535,545,517,444
2676,559,539,545,515,442
2677,558,540,544,511,446
2678,551,529,547,520,447
2679,568,534,530,530,446
2680,560,530,541,485,444
2681,557,537,547,533,448
2682,564,544,546,525,446
2683,558,543,545,518,446
2684,563,543,546,513,449
2685,552,542,546,517,455
2686,572,538,540,525,446
2687,562,539,542,489,448
2688,569,547,538,494,437
2689,561,542,550,518,443
2690,558,539,546,507,447
2691,556,541,544,513,443
2692,552,537,552,515,451
2693,564,528,536,551,454
2694,560,545,551,486,436
2695,564,548,550,522,441
2696,555,541,545,527,443
2697,562,541,543,525,444
2698,560,544,546,520,450
2699,555,550,553,494,435
2700,558,555,552,526,444
2701,561,556,535,494,444
2702,560,543,542,500,444
2703,559,543,545,525,447
2704,558,541,546,511,446
2705,559,539,544,517,441
2706,561,539,542,518,435
2707,544,547,566,535,446
2708,561,545,542,515,432
2709,556,539,543,526,445
2710,566,546,545,514,445
2711,558,541,546,513,447
2712,559,542,546,519,445
2713,555,542,544,527,441
2714,538,537,563,525,431
2715,573,552,538,502,436
2716,570,531,552,521,451
2717,560,541,542,525,448
2718,554,540,547,513,445
2719,558,539,544,512,444
2720,572,535,538,518,441
2721,578,544,534,496,440
2722,560,542,539,505,454
2723,553,533,541,557,454
2724,560,539,541,513,444
2725,562,540,549,514,447
2726,560,540,545,518,446
2727,565,544,543,537,438
2728,577,533,531,512,441
2729,563,548,537,503,437
2730,557,537,555,537,444
2731,560,542,548,516,439
2732,557,543,545,512,443
2733,557,540,545,513,443
2734,560,541,540,511,449
2735,558,532,555,559,458
2736,559,540,539,515,441
2737,566,536,543,504,443
2738,559,542,543,540,444
2739,560,554,546,512,447
2740,560,541,545,518,446
2741,545,548,550,518,444
2742,555,549,557,515,442
2743,558,549,547,502,441
2744,553,533,557,548,453
2745,555,537,543,524,442
2746,559,539,545,520,442
2747,559,538,543,514,441
2748,562,547,541,521,440
2749,562,531,539,538,451
2750,557,528,536,513,460
2751,550,535,549,528,452
2752,559,541,544,484,447
2753,563,539,546,517,447
2754,560,543,545,516,445
2755,550,543,544,525,437
2756,567,543,543,526,449
2757,563,548,542,508,441
2758,557,533,549,522,448
2759,553,539,545,518,442
2760,559,542,546,515,446
2761,559,539,545,510,443
2762,554,535,542,527,443
2763,567,541,542,527,440
2764,572,535,543,508,443
2765,556,535,552,518,439
2766,562,543,548,512,444
2767,563,543,545,518,442
2768,562,542,545,517,445
2769,566,540,549,514,448
2770,552,539,559,533,446
2771,551,550,547,509,452
2772,547,549,554,523,448
2773,553,539,547,523,443
2774,557,539,543,513,445
2775,560,541,544,510,442
2776,557,545,550,526,440
2777,563,560,543,467,425
2778,559,534,552,533,448
2779,570,538,540,534,450
2780,561,545,547,518,442
2781,559,539,546,515,446
2782,559,543,546,517,445
2783,554,534,547,519,452
2784,554,555,553,492,439
2785,556,542,545,543,442
2786,567,537,541,516,447
2787,563,544,545,504,444
2788,559,540,543,521,443
2789,561,540,543,508,446
2790,560,530,539,509,448
2791,554,523,546,559,451
2792,555,550,540,518,428
2793,563,537,537,549,457
2794,560,541,549,523,444
2795,559,544,546,515,445
2796,560,542,545,520,438
2797,567,548,534,529,443
2798,555,547,548,498,442
2799,562,528,537,550,450
2800,544,547,547,510,450
2801,562,542,542,507,445
2802,558,540,547,510,444
2803,559,540,543,513,441
2804,565,546,538,496,431
2805,554,548,548,497,441
2806,558,550,552,510,442
2807,544,541,547,494,432
2808,562,546,542,510,443
2809,562,541,545,518,445
2810,561,542,545,517,444
2811,561,543,536,516,445
2812,569,526,530,550,440
2813,568,540,539,527,447
2814,556,537,544,516,448
2815,556,536,542,513,444
2816,563,538,545,517,442
2817,559,541,543,513,445
2818,559,543,545,520,453
2819,560,534,538,526,449
2820,578,548,539,503,444
2821,572,545,549,508,439
2822,560,544,545,516,446
2823,558,543,546,519,446
2824,560,541,546,519,439
2825,559,515,548,525,449
2826,571,554,544,509,440
2827,546,555,552,511,426
2828,565,549,541,509,438
2829,560,544,546,510,442
2830,559,543,543,518,441
2831,560,539,545,516,445
2832,562,536,546,521,445
2833,566,554,539,472,433
2834,562,542,535,513,451
2835,566,535,543,535,455
2836,558,539,547,526,445
2837,560,542,547,515,447
2838,561,541,544,522,447
2839,560,531,553,529,449
2840,558,547,551,492,439
2841,568,521,546,536,459
2842,561,548,546,498,431
2843,560,542,546,510,443
2844,562,537,545,517,444
2845,559,540,544,515,445
2846,551,549,542,497,436
2847,585,551,529,479,438
2848,559,552,549,500,441
2849,558,545,544,502,441
2850,558,540,541,519,444
2851,559,540,547,516,446
2852,561,542,545,522,444
2853,571,540,544,521,435
2854,562,545,550,520,449
2855,568,541,538,514,449
2856,554,544,542,507,441
2857,558,540,550,534,445
2858,558,540,546,510,446
2859,559,540,544,514,443
2860,566,543,537,519,448
2861,558,543,548,501,447
2862,552,540,549,494,451
2863,560,528,550,505,444
2864,561,545,543,504,448
2865,563,545,543,520,445
2866,560,541,543,517,447
2867,560,540,542,531,459
2868,555,562,542,490,424
2869,567,536,537,515,447
2870,560,542,542,485,432
2871,558,536,542,523,444
2872,562,542,543,519,445
2873,561,541,544,518,444
2874,560,544,544,529,431
2875,574,562,541,495,436
2876,561,544,539,518,450
2877,569,540,548,528,450
2878,563,542,544,489,449
2879,560,545,543,517,447
2880,558,542,544,515,446
2881,563,531,547,510,458
2882,544,534,558,533,449
2883,566,525,542,539,461
2884,557,533,553,539,450
2885,553,541,544,518,439
2886,559,539,543,515,445
2887,560,540,544,513,445
2888,556,532,552,524,451
2889,551,544,555,497,440
2890,552,550,548,506,440
2891,552,524,553,537,451
2892,561,543,544,510,450
2893,558,545,546,514,443
2894,561,542,544,520,446
2895,561,545,538,521,446
2896,565,531,533,535,448
2897,548,550,548,523,434
2898,560,538,539,509,449
2899,560,542,534,522,445
2900,556,540,546,516,445
2901,559,542,545,512,444
2902,565,534,549,514,446
2903,542,549,557,498,437
2904,569,544,541,515,439
2905,556,544,554,490,441
2906,565,550,546,536,445
2907,561,538,544,524,446
2908,561,540,546,517,447
2909,569,542,552,530,451
2910,553,552,552,501,440
2911,574,543,545,515,452
2912,551,544,538,526,454
2913,561,537,543,523,445
2914,558,541,544,515,444
2915,559,539,544,513,444
2916,558,534,548,515,451
2917,571,555,536,506,439
2918,556,541,544,493,438
2919,561,545,539,537,453
2920,559,556,551,555,440
2921,559,543,543,528,446
2922,563,542,547,526,445
2923,564,535,539,519,444
2924,564,536,533,536,450
2925,566,545,548,509,450
2926,567,552,539,530,436
2927,566,533,544,512,447
2928,562,542,543,518,443
2929,559,542,544,523,441
2930,568,538,541,514,445
2931,566,544,539,507,454
2932,561,531,542,552,448
2933,550,532,563,521,437
2934,555,551,548,529,439
2935,560,546,545,520,443
2936,562,543,547,516,446
2937,563,541,548,514,450
2938,571,538,540,523,442
2939,573,533,539,518,439
2940,568,556,537,505,452
2941,555,549,539,518,444
2942,558,544,545,503,442
2943,560,542,545,507,442
2944,569,540,543,507,447
2945,568,550,545,493,434
2946,555,545,558,494,447
2947,559,545,543,514,444
2948,564,542,543,509,449
2949,562,547,545,504,443
2950,560,543,545,503,445
2951,560,551,546,506,447
2952,559,548,549,512,439
2953,553,542,556,498,444
2954,556,546,544,499,430
2955,564,539,545,515,448
2956,562,544,545,509,445
2957,557,540,544,504,442
2958,566,539,544,508,447
2959,561,541,540,499,435
2960,565,536,544,502,449
2961,553,534,542,549,450
2962,571,543,544,475,450
2963,559,543,545,508,447
2964,562,546,546,507,446
2965,564,552,549,500,442
2966,567,542,551,498,452
2967,569,536,534,513,444
2968,554,552,554,479,442
2969,569,537,548,509,443
2970,558,545,546,505,442
2971,561,542,545,502,444
2972,562,540,540,501,437
2973,560,538,540,499,437
2974,558,544,559,496,447
2975,567,533,534,531,458
2976,568,534,549,497,448
2977,559,541,547,508,445
2978,561,541,548,505,444
2979,551,545,547,513,444
2980,557,543,545,520,441
2981,552,535,551,527,446
2982,559,524,549,521,458
2983,555,541,541,516,449
2984,563,543,545,508,444
2985,560,540,543,500,442
2986,555,542,544,519,445
2987,543,536,546,507,438
2988,560,543,546,503,449
2989,548,546,548,507,447
2990,556,537,542,509,443
2991,561,546,547,511,448
2992,559,543,545,511,444
2993,560,546,543,519,439
2994,557,548,546,508,435
2995,563,545,546,510,438
2996,565,533,549,495,439
2997,571,548,556,489,445
2998,559,541,545,506,448
2999,559,542,547,503,443
