id,little,ring,middle,index,thumb
665,442,462,518,568,495
666,438,469,513,572,491
667,448,467,522,556,491
668,449,452,514,563,501
669,454,459,515,563,501
670,448,471,516,562,504
671,443,463,520,569,497
672,443,464,520,570,496
673,442,460,525,570,499
674,446,466,510,564,504
675,433,463,528,573,495
676,432,464,528,572,494
677,438,465,528,569,496
678,442,463,518,568,496
679,441,462,518,568,496
680,440,460,517,562,491
681,433,453,504,568,495
682,448,469,521,559,491
683,447,463,522,570,488
684,434,463,519,569,496
685,444,464,520,569,497
686,443,464,520,569,497
687,451,462,523,572,496
688,443,458,521,581,499
689,443,462,520,571,496
690,436,448,524,574,501
691,442,463,520,569,495
692,441,463,518,568,496
693,441,462,518,568,494
694,434,456,505,571,512
695,437,465,520,560,492
696,442,462,515,569,500
697,450,460,507,573,507
698,443,463,519,568,496
699,444,464,520,569,497
700,445,465,520,573,497
701,445,457,512,565,503
702,434,461,532,574,489
703,448,462,517,564,501
704,450,461,517,563,500
705,442,463,519,568,496
706,441,462,518,568,496
707,442,460,518,569,495
708,458,472,512,563,495
709,423,466,534,571,489
710,450,463,520,570,503
711,444,460,516,573,495
712,443,463,520,570,497
713,443,464,521,570,497
714,449,464,516,568,496
715,448,467,520,567,492
716,441,468,517,566,493
717,436,458,528,568,493
718,438,457,514,577,497
719,441,463,519,568,496
720,440,462,518,567,496
721,446,459,525,566,495
722,455,472,516,563,499
723,449,468,511,563,491
724,445,465,524,563,496
725,440,454,521,569,493
726,443,463,520,569,497
727,444,464,519,569,497
728,438,466,516,567,493
729,438,466,525,567,493
730,442,458,519,573,501
731,460,459,511,570,500
732,453,458,521,570,496
733,442,463,518,569,496
734,441,462,518,567,496
735,444,466,520,564,496
736,458,465,517,569,500
737,440,462,518,570,496
738,455,460,511,565,504
739,439,468,514,568,500
740,443,464,518,569,497
741,444,463,518,569,498
742,446,466,520,564,499
743,439,466,512,560,491
744,448,459,514,569,499
745,438,466,522,567,486
746,436,462,505,566,496
747,442,463,514,568,497
748,442,463,513,567,496
749,443,461,509,573,493
750,440,464,507,569,502
751,443,464,519,569,491
752,449,459,511,575,491
753,455,465,517,575,497
754,443,463,514,568,497
755,442,464,514,569,497
756,440,461,507,563,498
757,443,472,518,571,500
758,455,468,513,566,495
759,437,468,515,563,503
760,431,459,510,566,496
761,441,463,513,568,496
762,441,463,513,568,496
763,445,465,513,570,502
764,448,452,510,566,494
765,449,456,507,568,504
766,440,471,516,565,492
767,432,468,508,560,497
768,443,464,514,569,498
769,444,464,514,569,498
770,435,467,520,563,490
771,441,464,523,565,484
772,443,472,518,565,489
773,435,460,518,570,492
774,455,459,519,576,497
775,443,462,513,568,496
776,441,463,513,568,496
777,440,458,516,566,493
778,441,465,513,552,493
779,451,464,508,563,495
780,446,471,516,573,500
781,448,463,517,568,497
782,443,463,515,569,497
783,444,464,515,569,496
784,443,466,515,570,496
785,447,469,523,569,491
786,448,464,510,567,500
787,431,460,525,573,496
788,443,455,516,571,496
789,441,463,513,568,496
790,442,462,513,568,496
791,439,465,513,565,498
792,440,464,506,572,504
793,445,468,510,567,498
794,431,457,516,576,494
795,438,470,510,567,498
796,443,464,515,569,497
797,444,464,515,569,497
798,442,461,519,577,495
799,454,463,515,578,493
800,438,458,511,577,502
801,448,468,515,567,492
802,444,465,513,571,498
803,442,463,513,568,496
804,441,462,511,568,496
805,439,466,506,569,497
806,437,465,522,567,496
807,446,467,504,565,495
808,434,466,523,562,493
809,440,461,515,569,496
810,443,464,514,570,497
811,444,464,515,570,497
812,445,465,516,567,498
813,448,462,522,574,495
814,450,471,514,561,494
815,446,458,504,573,501
816,457,459,518,573,495
817,442,463,513,568,496
818,442,463,512,568,496
819,441,461,516,568,499
820,451,473,510,569,499
821,431,459,522,577,496
822,424,461,515,577,490
823,445,459,517,565,493
824,443,464,514,569,497
825,444,464,514,569,498
826,444,464,516,570,499
827,430,460,521,575,497
828,436,465,524,576,495
829,452,470,518,558,501
830,433,462,512,558,494
831,442,463,513,568,496
832,442,463,513,567,496
833,443,462,516,565,497
834,452,456,503,567,494
835,454,462,502,563,499
836,443,459,518,572,502
837,430,467,513,556,495
838,442,464,514,569,497
839,444,464,514,569,497
840,443,463,511,569,499
841,438,458,516,565,489
842,453,461,505,568,506
843,431,464,517,569,497
844,432,461,514,560,498
845,442,463,513,569,496
846,442,463,513,568,497
847,443,466,514,565,497
848,432,461,517,565,495
849,456,461,500,566,497
850,429,456,518,571,496
851,436,455,505,578,500
852,443,464,513,569,498
853,444,464,515,570,498
854,443,465,509,575,500
855,448,457,507,569,503
856,454,463,512,567,502
857,461,466,505,549,501
858,440,461,526,571,497
859,443,463,513,568,497
860,442,463,512,568,496
861,443,464,516,565,497
862,445,462,509,565,495
863,440,454,509,577,500
864,449,452,509,575,506
865,434,456,500,575,505
